NCRA,central,lga,LGA,longitude,latitude,SLR,SWL_AEPPC,MTWL_AEPPC,SWL_MFSLR_50,SWL_MFSLR_10,SWL_MFSLR_90,MTWL_MFSLR_50,MTWL_MFSLR_10,MTWL_MFSLR_90
NA,NA,Mornington,Mornington,140.2105255,-15.37652874,0.06,2.72,3.85,1.9,1.72,2.21,1.25,1.21,1.31
QLDNorth,QLD,Mornington,Mornington,139.1578979,-16.74191666,0.06,2.78,3.57,1.64,1.52,1.83,1.3,1.25,1.38
QLDNorth,QLD,Torres,Torres,142.1578979,-10.24681568,0.06,2.13,2.51,2.04,1.83,2.37,1.52,1.43,1.66
WANorth,WA,Karratha,Karratha,116.9473648,-20.67853737,0.06,3.65,4.52,2.03,1.82,2.38,1.22,1.18,1.28
QLDNorth,QLD,Cairns,Cairns,145.9473572,-16.74191475,0.06,1.84,2.47,3.77,3.12,4.91,1.98,1.78,2.29
WASouth,WA,Rockingham,Rockingham,115.6842117,-32.23796844,0.06,1.05,3.45,2,1.83,2.26,1.16,1.14,1.19
NA,NA,Burdekin,Burdekin,148.4736786,-17.74707031,0.06,2.12,3.54,3.68,3.07,4.73,1.26,1.21,1.33
NT,NT,East Arnhem,East_Arnhem,135.6842041,-11.89946365,0.06,2.02,2.79,2.96,2.52,3.72,1.42,1.35,1.53
NA,NA,Tiwi Islands,Tiwi_Islands,126.8421021,-10.14322376,0.06,3.84,4.46,5.98,4.68,8.38,2,1.81,2.29
QLDNorth,QLD,Northern Peninsula Area,Northern_Peninsula_Area,142.1052551,-10.97099686,0.06,2.09,3.37,1.86,1.7,2.12,1.22,1.19,1.27
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115,-34.26195908,0.06,1.17,3.63,1.82,1.69,2.01,1.2,1.17,1.24
QLDNorth,QLD,Torres Strait Island,Torres_Strait_Island,143.0526276,-10.09141541,0.06,2.01,2.65,4.95,3.93,6.87,2.15,1.93,2.51
WANorth,WA,East Pilbara,East_Pilbara,119.7894745,-19.93827057,0.06,3.61,4.33,2.42,2.15,2.84,1.29,1.24,1.38
WANorth,WA,Broome,Broome,122.2105255,-17.09433746,0.06,5.08,5.79,2.38,2.11,2.81,1.32,1.26,1.41
QLDNorth,QLD,Cassowary Coast,Cassowary_Coast,146.6315765,-18.24756813,0.06,2.15,3.09,3.49,2.89,4.55,1.5,1.41,1.66
SA,SA,Whyalla,Whyalla,137.5789337,-33.29981613,0.06,2.49,3.33,1.42,1.35,1.51,1.25,1.21,1.31
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.7894745,-34.99798203,0.06,2.05,2.39,1.53,1.45,1.65,1.4,1.34,1.48
WANorth,WA,Broome,Broome,123.3157883,-17.09433746,0.06,5.07,5.3,2.57,2.21,3.18,1.73,1.58,1.98
QLDNorth,QLD,Torres,Torres,142.6842041,-10.91932678,0.06,2.03,2.69,3.96,3.24,5.24,1.97,1.79,2.25
QLDNorth,QLD,Mornington,Mornington,139.578949,-17.09433746,0.06,2.82,3.66,1.53,1.43,1.68,1.24,1.2,1.3
WANorth,WA,Broome,Broome,123.1578979,-16.38883209,0.06,5.04,5.58,3.26,2.75,4.13,1.4,1.33,1.52
WANorth,WA,Karratha,Karratha,116.0526352,-20.82617188,0.06,1.6,2.54,3.03,2.59,3.76,1.24,1.2,1.31
QLDSouth,QLD,Gold Coast,Gold_Coast,153.5263214,-28.14611053,0.06,1.27,2.61,5.55,4.38,7.72,1.28,1.23,1.36
QLDNorth,QLD,Torres,Torres,142.7368469,-10.91932297,0.06,2.02,2.69,4.2,3.41,5.66,2,1.81,2.29
WANorth,WA,Shark Bay,Shark_Bay,113.473671,-25.27928162,0.06,1.16,2.28,5.2,4.09,7.28,1.56,1.46,1.7
SA,SA,Unincorporated SA,Unincorporated_SA,133.3157806,-32.5046196,0.06,2,3.37,1.59,1.5,1.72,1.24,1.21,1.29
QLDNorth,QLD,Palm Island,Palm_Island,146.8421021,-18.44735527,0.06,2.15,3.17,3.35,2.8,4.35,1.46,1.37,1.6
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.8421021,-14.35927486,0.06,3.92,4.55,9.85,6.93,16.35,1.47,1.38,1.61
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.8947372,-14.51216698,0.06,4.05,4.13,2.07,1.87,2.39,1.82,1.66,2.08
NT,NT,East Arnhem,East_Arnhem,136.7894745,-13.74666977,0.06,1.48,2.23,2.15,1.92,2.54,1.37,1.31,1.46
NA,NA,Cook,Cook,143.8421021,-12.61942768,0.06,1.72,2.83,3.89,3.22,5.05,1.59,1.48,1.77
QLDNorth,QLD,Cook,Cook,143.8421021,-13.89996815,0.06,1.79,2.55,3.62,2.99,4.75,1.73,1.61,1.9
QLDNorth,QLD,Torres,Torres,142.3157959,-10.60911655,0.06,2.03,2.61,3.61,2.99,4.74,1.95,1.78,2.2
WANorth,WA,Karratha,Karratha,115.6315765,-21.12099075,0.06,1.6,2.46,2.98,2.56,3.67,1.32,1.26,1.42
QLDNorth,QLD,Isaac,Isaac,149.578949,-22.14819908,0.06,3.8,4.55,2.05,1.85,2.36,1.39,1.32,1.5
WANorth,WA,Karratha,Karratha,116.6842117,-20.53077507,0.06,3.61,4.55,2.51,2.2,3.01,1.23,1.19,1.3
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125,-14.41024971,0.06,4.02,4.73,2.45,2.17,2.89,1.3,1.25,1.38
TAS,TAS,George Town,George_Town,146.9473724,-41.0038414,0.06,1.93,3.24,2.33,2.06,2.77,1.32,1.27,1.4
NA,NA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,132,-36.99852753,0.06,1.48,4.32,3.73,3.11,4.81,1.21,1.18,1.26
NA,NA,West Daly,West_Daly,129.1578979,-14.05317688,0.06,3.94,5.02,6.17,4.66,9.3,1.31,1.26,1.39
QLDNorth,QLD,Cook,Cook,143.2631531,-11.95095539,0.06,1.71,2.29,4.5,3.6,6.18,2.31,2.04,2.77
NT,NT,East Arnhem,East_Arnhem,136.4736786,-11.48718452,0.06,2.02,2.42,3.08,2.59,3.96,2.36,2.09,2.81
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,134.7894745,-34.65243149,0.06,1.59,4.14,1.9,1.75,2.12,1.18,1.16,1.22
QLDNorth,QLD,Cook,Cook,143.7368469,-13.64440441,0.06,1.72,2.58,3.62,3.02,4.66,1.97,1.78,2.29
NSW,NSW,Richmond Valley,Richmond_Valley,153.4736786,-29.11598396,0.06,1.23,2.4,6.12,4.77,8.65,1.38,1.31,1.47
NA,NA,Hope Vale,Hope_Vale,145.3157959,-15.42726421,0.06,1.81,2.41,3.12,2.67,3.86,1.86,1.69,2.12
NA,NA,Whitsunday,Whitsunday,151.0526276,-17.44610596,0.06,2.52,4.08,3.84,3.17,5.02,1.24,1.2,1.31
QLDNorth,QLD,Torres,Torres,144.2105255,-9.365229607,0.06,2.04,3.03,3.46,2.89,4.47,1.6,1.5,1.75
QLDNorth,QLD,Cassowary Coast,Cassowary_Coast,146.1578979,-17.94744492,0.06,2,2.82,2.99,2.55,3.74,1.51,1.41,1.66
NA,NA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.5789413,-11.02265739,0.06,3.95,4.68,4.75,3.83,6.4,1.69,1.57,1.89
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.6315765,-14.15525627,0.06,3.93,4.53,8.04,5.9,12.47,1.45,1.37,1.59
QLDNorth,QLD,Cook,Cook,144.4736786,-14.15525627,0.06,1.79,2.35,3.67,3.07,4.7,1.98,1.78,2.31
WANorth,WA,Karratha,Karratha,116.8421021,-20.33351707,0.06,3.61,4.67,2.5,2.19,3.02,1.21,1.17,1.27
NT,NT,East Arnhem,East_Arnhem,136.6315765,-12.97865677,0.06,2.05,2.65,2.37,2.09,2.85,1.64,1.52,1.84
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.3157959,-34.26194763,0.06,1.93,3.02,1.5,1.42,1.6,1.23,1.19,1.27
NA,NA,West Arnhem,West_Arnhem,132.7894745,-9.520973206,0.06,3.83,4.82,7.09,5.41,10.33,1.54,1.44,1.68
WANorth,WA,Broome,Broome,122.1578979,-17.64681053,0.06,5.08,5.63,2.38,2.11,2.82,1.45,1.37,1.58
NA,NA,Tiwi Islands,Tiwi_Islands,129.0526276,-10.86764908,0.06,3.83,4.79,6.71,5.1,9.89,1.44,1.36,1.56
TAS,TAS,Huon Valley,Huon_Valley,145.9473572,-43.34306717,0.06,1.15,3.69,2.37,2.1,2.8,1.24,1.2,1.29
QLDNorth,QLD,Torres,Torres,143.8421021,-9.157459259,0.06,2.05,2.94,3.09,2.63,3.87,1.62,1.51,1.77
QLDNorth,QLD,Mornington,Mornington,139.8421021,-16.69151497,0.06,2.79,3.61,1.6,1.49,1.78,1.27,1.22,1.33
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,126,-14.25728798,0.06,4.03,4.19,2.31,2.05,2.72,1.75,1.6,1.99
NA,NA,West Daly,West_Daly,128.4736786,-12.82476425,0.06,3.84,5.25,5.2,4.08,7.33,1.25,1.21,1.31
QLDNorth,QLD,Livingstone,Livingstone,151.2631531,-21.80661011,0.06,2.75,4.05,3.19,2.72,3.95,1.31,1.26,1.39
QLDNorth,QLD,Cassowary Coast,Cassowary_Coast,146.4736786,-17.84728241,0.06,1.99,2.95,3.48,2.9,4.49,1.48,1.39,1.62
NA,NA,Ashburton,Ashburton,115.3684235,-20.62929535,0.06,1.55,2.58,5.6,4.37,7.93,1.34,1.27,1.44
NA,NA,Wellington,Wellington,147.6842041,-38.29001999,0.06,0.94,2.13,2.3,2.06,2.69,1.28,1.24,1.35
NA,NA,Wyndham-East Kimberley,Wyndham-East_Kimberley,123,-12.20826149,0.06,5.02,5.92,4.8,3.83,6.56,1.45,1.37,1.57
QLDNorth,QLD,Cook,Cook,143.7368317,-13.49093819,0.06,1.72,2.55,3.53,2.97,4.47,2.13,1.89,2.55
NA,NA,West Arnhem,West_Arnhem,133.1578979,-10.97099686,0.06,3.82,4.66,9.5,6.89,14.91,1.54,1.44,1.69
NA,NA,Unincorporated NSW,Unincorporated_NSW,159.0526276,-29.89450645,0.06,1.48,3.36,7.4,5.54,11.11,1.29,1.24,1.36
NA,NA,Fraser Coast,Fraser_Coast,155.5263214,-23.26468277,0.06,2.24,3.88,8.27,6.17,12.38,1.29,1.24,1.37
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.6842117,-13.95105267,0.06,3.99,4.62,2.83,2.44,3.46,1.35,1.29,1.45
NSW,NSW,Bega Valley,Bega_Valley,150.1052704,-36.40793991,0.06,1.27,2.49,4.28,3.44,5.84,1.31,1.26,1.38
WANorth,WA,Port Hedland,Port_Hedland,119.1052628,-19.59160233,0.06,3.58,4.63,3.22,2.73,4.06,1.23,1.19,1.29
VIC,VIC,Glenelg,Glenelg,141.0526276,-38.12464142,0.06,1.07,3.05,2.3,2.06,2.65,1.35,1.3,1.44
VIC,VIC,Glenelg,Glenelg,141.1578979,-38.16601944,0.06,1.07,2.92,2.31,2.07,2.67,1.37,1.31,1.46
VIC,VIC,Glenelg,Glenelg,141.2105103,-38.20737839,0.06,1.07,3.11,2.31,2.07,2.67,1.34,1.29,1.42
VIC,VIC,Glenelg,Glenelg,141.3157806,-38.29001999,0.06,1.07,3.05,2.33,2.09,2.7,1.35,1.3,1.44
VIC,VIC,Glenelg,Glenelg,141.3684235,-38.37255478,0.06,1.07,3.28,2.39,2.13,2.78,1.32,1.27,1.39
VIC,VIC,Glenelg,Glenelg,141.3157959,-38.37255478,0.06,1.06,3.51,2.43,2.17,2.84,1.29,1.24,1.36
VIC,VIC,Glenelg,Glenelg,141.421051,-38.41380692,0.06,1.06,3.27,2.45,2.18,2.87,1.32,1.27,1.39
VIC,VIC,Glenelg,Glenelg,141.4736633,-38.41380692,0.06,1.06,2.94,2.41,2.15,2.81,1.37,1.31,1.46
VIC,VIC,Glenelg,Glenelg,141.5263214,-38.45502472,0.06,1.06,3.43,2.47,2.2,2.9,1.3,1.25,1.37
VIC,VIC,Glenelg,Glenelg,141.6842041,-38.33130646,0.06,1.07,2.19,2.3,2.06,2.65,1.52,1.43,1.66
VIC,VIC,Glenelg,Glenelg,141.6842041,-38.29001999,0.06,1.08,2.19,2.25,2.03,2.59,1.52,1.43,1.66
VIC,VIC,Glenelg,Glenelg,141.7368317,-38.29001999,0.06,1.08,2.2,2.24,2.02,2.58,1.51,1.42,1.65
VIC,VIC,Glenelg,Glenelg,141.8420868,-38.29001999,0.06,1.08,2.62,2.2,1.98,2.53,1.41,1.34,1.52
VIC,VIC,Moyne,Moyne,141.9473572,-38.33130646,0.06,1.08,2.7,2.2,1.98,2.53,1.39,1.32,1.49
VIC,VIC,Moyne,Moyne,142.0526276,-38.37257004,0.06,1.08,2.99,2.22,2,2.56,1.33,1.28,1.42
VIC,VIC,Moyne,Moyne,142.1578979,-38.41380692,0.06,1.07,2.96,2.33,2.08,2.71,1.34,1.29,1.42
VIC,VIC,Moyne,Moyne,142.3157959,-38.37257004,0.06,1.08,2.71,2.26,2.03,2.63,1.38,1.32,1.48
VIC,VIC,Moyne,Moyne,142.3684235,-38.37257004,0.06,1.08,2.83,2.23,2,2.58,1.34,1.29,1.43
VIC,VIC,Warrnambool,Warrnambool,142.4736633,-38.41380692,0.06,1.08,2.8,2.24,2.01,2.6,1.34,1.29,1.43
VIC,VIC,Warrnambool,Warrnambool,142.578949,-38.45502472,0.06,1.08,3,2.24,2.01,2.6,1.33,1.27,1.4
VIC,VIC,Moyne,Moyne,142.6842041,-38.53738403,0.06,1.07,3.08,2.28,2.03,2.66,1.32,1.27,1.39
VIC,VIC,Moyne,Moyne,142.7368317,-38.57852936,0.06,1.07,3.21,2.28,2.04,2.67,1.3,1.26,1.38
VIC,VIC,Moyne,Moyne,142.8421021,-38.61965179,0.06,1.57,3.55,2.26,2.02,2.63,1.33,1.28,1.41
VIC,VIC,Corangamite,Corangamite,142.9473572,-38.66074753,0.06,1.57,3.69,2.24,2.01,2.61,1.31,1.26,1.38
VIC,VIC,Corangamite,Corangamite,143.0526276,-38.66074753,0.06,1.58,3.56,2.17,1.96,2.51,1.33,1.27,1.4
VIC,VIC,Corangamite,Corangamite,143.1052704,-38.70182037,0.06,1.58,3.7,2.19,1.97,2.53,1.3,1.26,1.38
VIC,VIC,Corangamite,Corangamite,143.2105103,-38.78390121,0.06,1.57,3.86,2.23,2,2.6,1.29,1.24,1.36
VIC,VIC,Corangamite,Corangamite,143.2631531,-38.78390121,0.06,1.57,3.75,2.2,1.97,2.56,1.31,1.26,1.38
VIC,VIC,Colac Otway,Colac_Otway,143.3157806,-38.78390121,0.06,1.58,3.59,2.17,1.95,2.51,1.33,1.27,1.41
VIC,VIC,Colac Otway,Colac_Otway,143.421051,-38.82490158,0.06,1.58,3.51,2.16,1.94,2.49,1.34,1.28,1.43
VIC,VIC,Colac Otway,Colac_Otway,143.4736786,-38.82490158,0.06,1.58,3.66,2.14,1.93,2.48,1.31,1.26,1.39
VIC,VIC,Colac Otway,Colac_Otway,143.4736786,-38.86587143,0.06,1.57,3.65,2.23,2,2.6,1.32,1.26,1.39
VIC,VIC,Colac Otway,Colac_Otway,143.578949,-38.86588287,0.06,1.57,3.48,2.28,2.03,2.67,1.34,1.28,1.42
VIC,VIC,Colac Otway,Colac_Otway,143.6315765,-38.82490158,0.06,1.57,2.65,2.28,2.03,2.66,1.46,1.39,1.58
VIC,VIC,Colac Otway,Colac_Otway,143.6842041,-38.78390121,0.06,1.57,2.65,2.26,2.02,2.63,1.47,1.39,1.59
VIC,VIC,Colac Otway,Colac_Otway,143.7368469,-38.74287415,0.06,1.57,2.48,2.28,2.03,2.66,1.49,1.4,1.61
NA,NA,Colac Otway,Colac_Otway,143.8420868,-38.74287415,0.06,1.57,2.9,2.27,2.03,2.66,1.43,1.36,1.55
VIC,VIC,Colac Otway,Colac_Otway,143.9473724,-38.66074753,0.06,1.57,2.49,2.31,2.05,2.72,1.51,1.42,1.65
VIC,VIC,Colac Otway,Colac_Otway,143.9473724,-38.61965179,0.06,1.56,2.42,2.32,2.06,2.74,1.52,1.43,1.67
VIC,VIC,Surf Coast,Surf_Coast,144.0526276,-38.53738403,0.06,1.57,2.43,2.29,2.03,2.7,1.53,1.44,1.67
VIC,VIC,Surf Coast,Surf_Coast,144.1578979,-38.49621582,0.06,1.57,2.29,2.23,1.99,2.63,1.57,1.46,1.72
VIC,VIC,Surf Coast,Surf_Coast,144.2105255,-38.45502472,0.06,1.57,2.5,2.21,1.97,2.59,1.54,1.45,1.69
VIC,VIC,Surf Coast,Surf_Coast,144.2631531,-38.41380692,0.06,1.58,2.29,2.19,1.96,2.57,1.59,1.48,1.75
VIC,VIC,Surf Coast,Surf_Coast,144.3157959,-38.37257004,0.06,1.05,1.98,2.18,1.95,2.56,1.56,1.46,1.71
VIC,VIC,Greater Geelong,Greater_Geelong,144.4736633,-38.33130646,0.06,1.29,2.19,2.13,1.91,2.48,1.56,1.46,1.72
VIC,VIC,Greater Geelong,Greater_Geelong,144.5263214,-38.29001999,0.06,1.29,2.29,2.11,1.89,2.45,1.56,1.46,1.71
VIC,VIC,Greater Geelong,Greater_Geelong,144.5789337,-38.29001999,0.06,1.29,2.35,2.09,1.88,2.42,1.54,1.44,1.69
VIC,VIC,Greater Geelong,Greater_Geelong,144.7368469,-38.20737839,0.06,1.03,1.26,2.02,1.82,2.34,1.65,1.54,1.81
VIC,VIC,Greater Geelong,Greater_Geelong,144.6842041,-38.08323669,0.06,1.05,1.29,2.2,1.96,2.59,1.67,1.56,1.84
VIC,VIC,Greater Geelong,Greater_Geelong,144.578949,-38.04180908,0.06,1.04,1.27,2.34,2.07,2.8,1.71,1.59,1.9
VIC,VIC,Wyndham,Wyndham,144.6315765,-38.04180908,0.06,1.05,1.28,2.28,2.01,2.7,1.69,1.57,1.87
VIC,VIC,Wyndham,Wyndham,144.7368469,-38.00035858,0.06,1.06,1.29,2.15,1.92,2.53,1.67,1.55,1.84
VIC,VIC,Wyndham,Wyndham,144.8421021,-37.95887375,0.06,1.04,1.27,2.07,1.86,2.41,1.65,1.54,1.82
VIC,VIC,Bayside (Vic.),Bayside_Vic,144.9473572,-37.9173851,0.06,1.05,1.28,2.03,1.82,2.35,1.65,1.54,1.82
VIC,VIC,Kingston (Vic.),Kingston_Vic,145.1052551,-38.04180908,0.06,1.06,1.3,1.94,1.76,2.23,1.58,1.48,1.73
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,145.0526276,-38.16601944,0.06,1.05,1.29,1.99,1.8,2.31,1.6,1.5,1.75
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,145,-38.20737839,0.06,1.04,1.28,2.06,1.85,2.39,1.62,1.51,1.77
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.9473572,-38.29001999,0.06,1.03,1.27,2.09,1.88,2.44,1.64,1.53,1.8
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.6842041,-38.37256622,0.06,1.3,2.68,2.04,1.85,2.36,1.38,1.32,1.47
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.7894745,-38.41380692,0.06,1.04,2.48,2.01,1.82,2.31,1.35,1.29,1.43
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.8421021,-38.49620438,0.06,1.04,2.54,2.03,1.83,2.34,1.34,1.29,1.43
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.8947296,-38.53738403,0.06,1.04,2.67,2.03,1.84,2.35,1.34,1.28,1.42
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,144.9473572,-38.53738403,0.06,1.04,2.65,2.03,1.83,2.34,1.34,1.28,1.42
VIC,VIC,Mornington Peninsula,Mornington_Peninsula,145,-38.53738403,0.06,1.04,2.6,2.03,1.83,2.34,1.34,1.28,1.42
VIC,VIC,Bass Coast,Bass_Coast,145.2105103,-38.53738403,0.06,1.95,3.11,2.02,1.82,2.34,1.41,1.34,1.52
VIC,VIC,Bass Coast,Bass_Coast,145.1052551,-38.53738403,0.06,1.95,3.23,2.02,1.82,2.34,1.38,1.31,1.48
VIC,VIC,Bass Coast,Bass_Coast,145.3157806,-38.53738403,0.06,1.96,2.91,2,1.81,2.31,1.45,1.37,1.57
VIC,VIC,Bass Coast,Bass_Coast,145.3157806,-38.57852936,0.06,1.95,3.56,2.01,1.81,2.32,1.3,1.25,1.37
VIC,VIC,Bass Coast,Bass_Coast,145.421051,-38.57852936,0.06,1.96,3.56,1.98,1.79,2.28,1.3,1.25,1.37
VIC,VIC,Bass Coast,Bass_Coast,145.4736786,-38.61965179,0.06,1.96,3.5,1.97,1.79,2.27,1.3,1.25,1.38
VIC,VIC,Bass Coast,Bass_Coast,145.578949,-38.70182037,0.06,1.95,3.78,2.01,1.82,2.33,1.26,1.22,1.33
VIC,VIC,Bass Coast,Bass_Coast,145.6315765,-38.70182037,0.06,1.95,3.78,2.01,1.81,2.33,1.26,1.22,1.32
VIC,VIC,Bass Coast,Bass_Coast,145.6842041,-38.70182037,0.06,1.96,3.72,2,1.81,2.32,1.27,1.23,1.33
VIC,VIC,South Gippsland,South_Gippsland,145.7894745,-38.70182037,0.06,1.96,3.49,1.96,1.77,2.25,1.3,1.25,1.37
VIC,VIC,South Gippsland,South_Gippsland,145.7894745,-38.74287415,0.06,1.96,3.48,1.96,1.78,2.26,1.3,1.26,1.38
VIC,VIC,South Gippsland,South_Gippsland,145.8421021,-38.82489014,0.06,1.96,3.58,1.96,1.78,2.25,1.28,1.24,1.35
VIC,VIC,South Gippsland,South_Gippsland,145.8947296,-38.90684128,0.06,1.95,4.01,2.01,1.82,2.32,1.23,1.19,1.28
VIC,VIC,South Gippsland,South_Gippsland,146,-38.90684128,0.06,1.96,3.77,1.99,1.81,2.29,1.25,1.21,1.31
VIC,VIC,South Gippsland,South_Gippsland,146.0526276,-38.86588287,0.06,1.96,3.71,1.98,1.8,2.27,1.25,1.21,1.31
VIC,VIC,South Gippsland,South_Gippsland,146.1052704,-38.86588287,0.06,1.96,3.61,1.96,1.78,2.24,1.26,1.22,1.32
VIC,VIC,South Gippsland,South_Gippsland,146.1578979,-38.90683746,0.06,1.97,3.61,1.93,1.76,2.2,1.26,1.22,1.32
VIC,VIC,South Gippsland,South_Gippsland,146.2631531,-38.98868179,0.06,1.97,3.55,1.89,1.72,2.14,1.25,1.21,1.31
VIC,VIC,Unincorporated Vic,Unincorporated_Vic,146.2631531,-39.07042694,0.06,1.96,3.57,1.94,1.77,2.22,1.26,1.22,1.31
VIC,VIC,South Gippsland,South_Gippsland,146.3157806,-39.11126709,0.06,1.96,3.12,1.99,1.8,2.28,1.35,1.29,1.43
VIC,VIC,Unincorporated Vic,Unincorporated_Vic,146.3684235,-39.15208054,0.06,1.94,3.02,2.13,1.91,2.47,1.4,1.33,1.49
VIC,VIC,South Gippsland,South_Gippsland,146.4736786,-39.15206909,0.06,1.93,3.24,2.25,2.01,2.65,1.34,1.28,1.41
VIC,VIC,South Gippsland,South_Gippsland,146.5263214,-39.02956772,0.06,1.91,2.74,2.41,2.13,2.86,1.39,1.33,1.48
VIC,VIC,South Gippsland,South_Gippsland,146.5263214,-39.07042694,0.06,1.92,2.94,2.39,2.11,2.84,1.38,1.32,1.46
VIC,VIC,South Gippsland,South_Gippsland,146.4736786,-38.98868179,0.06,1.91,2.76,2.48,2.19,2.96,1.39,1.33,1.47
VIC,VIC,South Gippsland,South_Gippsland,146.4736786,-38.94777298,0.06,1.91,2.77,2.51,2.21,3,1.38,1.33,1.47
VIC,VIC,Unincorporated Vic,Unincorporated_Vic,146.5263214,-38.94777298,0.06,1.91,2.76,2.45,2.16,2.91,1.39,1.33,1.47
VIC,VIC,Wellington,Wellington,146.5263214,-38.82490158,0.06,1.91,2.68,2.43,2.16,2.87,1.45,1.38,1.55
VIC,VIC,Wellington,Wellington,146.5263214,-38.78390121,0.06,1.9,2.7,2.59,2.28,3.09,1.43,1.37,1.53
VIC,VIC,Wellington,Wellington,146.421051,-38.74287415,0.06,1.89,2.67,2.75,2.4,3.31,1.47,1.39,1.58
VIC,VIC,Wellington,Wellington,147.0526276,-38.53738403,0.06,0.98,1.96,1.92,1.76,2.18,1.37,1.31,1.46
VIC,VIC,Wellington,Wellington,147.1052704,-38.49620438,0.06,0.98,1.94,1.93,1.76,2.2,1.36,1.3,1.45
VIC,VIC,Wellington,Wellington,147.2105103,-38.41380692,0.06,0.99,1.93,1.84,1.69,2.08,1.32,1.27,1.4
VIC,VIC,Wellington,Wellington,147.2631531,-38.33130646,0.06,0.99,1.94,1.84,1.69,2.07,1.3,1.25,1.38
VIC,VIC,Wellington,Wellington,147.3684082,-38.29001999,0.06,0.98,1.92,1.9,1.74,2.14,1.29,1.24,1.37
VIC,VIC,Wellington,Wellington,147.4736633,-38.20737839,0.06,0.97,1.91,2.02,1.84,2.3,1.29,1.24,1.36
VIC,VIC,Wellington,Wellington,147.5263214,-38.12464142,0.06,0.95,1.89,2.17,1.96,2.49,1.29,1.24,1.36
VIC,VIC,Wellington,Wellington,147.6315765,-38.08323669,0.06,0.93,1.87,2.31,2.07,2.69,1.3,1.25,1.37
VIC,VIC,Wellington,Wellington,147.7368317,-38.04180908,0.06,0.92,1.98,2.44,2.16,2.87,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,147.8421021,-37.95887375,0.06,0.92,1.97,2.51,2.22,2.98,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,147.8947296,-37.95888519,0.06,0.92,1.89,2.54,2.24,3.02,1.31,1.26,1.39
VIC,VIC,East Gippsland,East_Gippsland,148.0526276,-37.91738892,0.06,0.92,2.05,2.59,2.27,3.1,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,148.1578979,-37.87586594,0.06,0.91,1.94,2.61,2.28,3.15,1.33,1.27,1.41
VIC,VIC,East Gippsland,East_Gippsland,148.2631531,-37.83432388,0.06,0.91,2.04,2.68,2.33,3.26,1.32,1.27,1.4
VIC,VIC,East Gippsland,East_Gippsland,148.3684082,-37.83432007,0.06,0.91,2.13,2.69,2.33,3.28,1.31,1.26,1.4
VIC,VIC,East Gippsland,East_Gippsland,148.5263214,-37.83432388,0.06,0.9,2.21,2.86,2.45,3.54,1.31,1.25,1.38
VIC,VIC,East Gippsland,East_Gippsland,148.5789337,-37.83432007,0.06,0.9,2.25,2.85,2.45,3.54,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,148.7368317,-37.83432007,0.06,0.89,2.32,3.05,2.58,3.86,1.29,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,148.7894745,-37.83432388,0.06,0.89,2.33,3.1,2.62,3.94,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,148.8947296,-37.83432388,0.06,0.89,2.36,3.21,2.7,4.13,1.3,1.25,1.37
VIC,VIC,East Gippsland,East_Gippsland,149.0526276,-37.79275513,0.06,0.9,2.24,3.03,2.56,3.83,1.32,1.27,1.4
NA,NA,East Gippsland,East_Gippsland,149.1578979,-37.83432388,0.06,0.89,2.48,3.26,2.73,4.21,1.28,1.24,1.35
VIC,VIC,East Gippsland,East_Gippsland,149.2631531,-37.83432388,0.06,1.3,2.96,3.31,2.77,4.29,1.28,1.23,1.35
VIC,VIC,East Gippsland,East_Gippsland,149.3684235,-37.79275513,0.06,1.3,2.79,3.39,2.82,4.41,1.31,1.26,1.38
VIC,VIC,East Gippsland,East_Gippsland,149.421051,-37.79275513,0.06,1.3,2.79,3.39,2.82,4.41,1.3,1.26,1.38
